날짜,코로나,홈까페,커피머신
2021-03-25,4.16524,30.68783,34.98072
2021-03-26,4.4055,14.28571,36.24072
2021-03-27,3.95314,34.92063,45.98699
2021-03-28,3.75611,28.57142,46.52206
2021-03-29,4.73819,22.22222,43.56481
2021-03-30,4.30165,19.04761,40.88372
2021-03-31,4.46819,24.33862,39.18646
2021-04-01,5.34705,16.93121,36.51113
2021-04-02,5.05073,22.75132,38.89304
2021-04-03,3.76127,33.33333,49.57137
2021-04-04,4.3191,33.86243,48.16753
2021-04-05,6.46076,22.75132,43.40947
2021-04-06,5.97306,21.69312,41.09084
2021-04-07,9.29371,25.39682,39.68126
2021-04-08,12.78932,19.57671,38.1451
2021-04-09,11.66354,23.28042,37.02318
2021-04-10,6.50332,29.10052,37.48345
2021-04-11,5.85906,28.04232,44.77302
2021-04-12,7.49543,34.39153,43.85823
2021-04-13,6.19145,31.74603,38.17386
2021-04-14,7.90953,25.92592,38.75496
2021-04-15,7.00424,32.80423,45.70508
2021-04-16,5.97976,29.62962,35.47551
2021-04-17,4.39863,35.97883,37.15551
2021-04-18,4.39496,38.09523,42.35084
2021-04-19,5.61454,36.50793,39.12893
2021-04-20,5.05291,28.04232,37.23606
2021-04-21,5.83998,31.21693,35.09579
2021-04-22,5.92583,31.21693,34.76209
2021-04-23,7.84011,16.93121,32.20182
2021-04-24,5.78744,22.22222,34.67004
2021-04-25,5.09307,29.10052,37.78263
2021-04-26,6.64735,24.33862,35.93579
2021-04-27,5.74068,21.69312,34.34209
2021-04-28,5.83468,31.21693,34.16949
2021-04-29,5.0671,23.28042,35.58483
2021-04-30,4.73779,18.51851,34.45141
2021-05-01,3.36333,21.16402,40.7629
2021-05-02,3.21116,22.75132,39.08866
2021-05-03,4.22141,23.80952,38.72619
2021-05-04,3.91511,24.86772,35.43524
2021-05-05,3.23376,20.63492,36.35003
2021-05-06,3.90418,26.45502,35.23387
2021-05-07,3.60528,23.28042,32.81744
2021-05-08,3.12207,26.98412,36.98291
2021-05-09,2.87306,30.68783,37.97249
2021-05-10,3.8133,37.56613,35.23962
2021-05-11,3.6907,30.15873,33.10511
2021-05-12,3.64727,20.10582,32.44922
2021-05-13,3.81876,19.57671,30.34923
2021-05-14,3.92618,26.98412,27.90978
2021-05-15,2.74009,28.57142,31.32731
2021-05-16,2.56032,30.15873,38.19688
2021-05-17,3.41057,29.62962,35.59634
2021-05-18,3.13888,23.80952,29.75663
2021-05-19,2.53346,22.22222,30.0558
2021-05-20,3.09414,18.51851,32.28237
2021-05-21,3.20123,15.34391,29.71635
2021-05-22,2.5389,25.92592,29.26183
2021-05-23,2.3319,28.57142,32.28813
2021-05-24,3.09604,19.04761,29.31361
2021-05-25,2.97929,100.0,29.79115
2021-05-26,3.51171,22.22222,29.61854
2021-05-27,3.00159,15.87301,33.45031
2021-05-28,2.70475,20.63492,28.59444
2021-05-29,2.11569,24.86772,28.33553
2021-05-30,2.16303,27.51322,32.65059
2021-05-31,3.18032,19.04761,28.81307
2021-06-01,3.25057,23.80952,28.55992
2021-06-02,3.1357,21.16402,27.84074
2021-06-03,3.20099,33.33333,29.33663
2021-06-04,2.89917,21.16402,25.63143
2021-06-05,2.42932,19.57671,25.64294
2021-06-06,2.19499,24.33862,31.32155
2021-06-07,2.88025,16.93121,30.68292
2021-06-08,2.75605,12.69841,31.09142
2021-06-09,3.107,17.98941,27.40923
2021-06-10,2.87453,23.80952,28.31827
2021-06-11,2.71966,18.51851,26.73609
2021-06-12,1.94464,17.98941,25.92486
2021-06-13,1.92835,25.39682,29.71635
2021-06-14,2.76041,17.46031,28.76704
2021-06-15,2.98104,21.69312,29.99252
2021-06-16,2.85005,9.5238,27.29992
2021-06-17,2.60546,10.05291,27.84074
2021-06-18,2.45127,16.40211,25.16541
2021-06-19,1.85763,19.04761,24.4865
2021-06-20,2.50898,19.57671,28.42183
2021-06-21,3.02817,7.9365,28.5254
2021-06-22,2.8259,7.9365,26.33335
2021-06-23,3.45784,15.87301,26.70157
2021-06-24,3.04859,7.4074,26.45992
2021-06-25,2.65829,10.58201,23.52568
2021-06-26,2.10431,16.40211,32.1673
2021-06-27,2.29172,29.10052,35.2051
2021-06-28,2.78721,22.22222,32.67936
2021-06-29,3.09867,19.57671,31.90265
2021-06-30,7.37966,12.69841,28.76129
2021-07-01,5.41239,21.69312,28.63471
2021-07-02,5.74965,11.11111,29.64731
2021-07-03,3.92526,43.38624,32.70237
2021-07-04,3.64454,38.09523,33.81278
2021-07-05,5.10898,29.10052,32.07525
2021-07-06,14.3784,27.51322,30.68292
2021-07-07,26.94092,26.45502,28.9569
2021-07-08,25.90729,26.45502,28.69225
2021-07-09,26.09994,14.81481,27.4265
2021-07-10,12.83698,32.80423,29.78539
2021-07-11,10.50365,33.86243,33.01306
2021-07-12,14.33448,34.39153,32.40895
2021-07-13,13.16586,25.39682,31.86813
2021-07-14,18.79481,18.51851,32.21908
2021-07-15,14.68012,20.10582,34.50319
2021-07-16,12.14969,21.16402,28.41033
2021-07-17,8.71162,23.28042,29.06046
2021-07-18,9.06861,29.62962,32.09826
2021-07-19,12.12727,19.04761,30.39525
2021-07-20,12.53473,20.63492,31.83936
2021-07-21,16.54911,23.28042,28.50814
2021-07-22,13.77799,20.10582,29.58978
2021-07-23,11.63876,18.51851,26.67855
2021-07-24,7.76459,23.28042,29.57252
2021-07-25,7.71963,23.28042,30.33772
2021-07-26,9.28338,17.46031,29.18704
2021-07-27,8.38064,19.04761,29.24457
2021-07-28,10.33821,22.22222,30.37224
2021-07-29,8.7284,21.16402,27.83499
2021-07-30,7.58533,23.80952,26.78211
2021-07-31,5.59367,32.80423,25.47034
2021-08-01,5.41883,33.86243,32.10402
2021-08-02,6.8729,19.04761,28.17444
2021-08-03,7.18788,28.57142,29.19855
2021-08-04,7.83632,29.10052,28.08814
2021-08-05,7.62106,27.51322,31.63799
2021-08-06,6.93794,24.86772,30.18813
2021-08-07,5.17706,25.39682,31.661
2021-08-08,5.27149,31.74603,35.72291
2021-08-09,6.96582,23.80952,33.12237
2021-08-10,8.73767,25.92592,33.78977
2021-08-11,15.67627,25.39682,34.48593
2021-08-12,10.37184,31.21693,31.10868
2021-08-13,8.26552,30.15873,30.15936
2021-08-14,5.98891,29.62962,33.61716
2021-08-15,5.52078,31.21693,31.46539
2021-08-16,5.94091,42.85714,33.65168
2021-08-17,7.33382,22.22222,33.00155
2021-08-18,6.89392,25.92592,32.67936
2021-08-19,8.07263,31.74603,32.13278
2021-08-20,8.19384,29.62962,47.48863
2021-08-21,4.71288,27.51322,53.54697
2021-08-22,4.36457,31.74603,47.51165
2021-08-23,5.73895,43.91534,43.32892
2021-08-24,5.37974,32.80423,41.1944
2021-08-25,6.60013,28.57142,38.5766
2021-08-26,5.43277,28.04232,34.89442
2021-08-27,4.52392,23.28042,33.96237
2021-08-28,3.54497,35.97883,33.64018
2021-08-29,3.51405,35.97883,39.04838
2021-08-30,4.72203,26.98412,37.57551
2021-08-31,4.64898,29.10052,37.42017
2021-09-01,5.56379,19.04761,34.98647
2021-09-02,5.05049,13.75661,34.36511
2021-09-03,5.30657,15.34391,31.83936
2021-09-04,3.20761,19.57671,31.41936
2021-09-05,3.08489,19.04761,38.84126
2021-09-06,4.13513,17.46031,37.75386
2021-09-07,3.79221,26.98412,42.4544
2021-09-08,4.39934,18.51851,37.50647
2021-09-09,4.06304,21.69312,36.94839
2021-09-10,3.51954,7.9365,33.6747
2021-09-11,2.71074,20.63492,34.89442
2021-09-12,2.55339,23.28042,39.93441
2021-09-13,3.3909,19.04761,38.97359
2021-09-14,3.40352,17.98941,35.90702
2021-09-15,4.24579,22.22222,33.06484
2021-09-16,3.40014,24.86772,32.18456
2021-09-17,3.16994,17.98941,29.17553
2021-09-18,2.48957,23.80952,30.57936
2021-09-19,2.35222,17.46031,36.40181
2021-09-20,2.2904,16.93121,32.40319
2021-09-21,2.27943,19.57671,40.21632
2021-09-22,2.46974,19.57671,44.9859
2021-09-23,3.97992,11.64021,35.47551
2021-09-24,7.39784,26.98412,34.70456
2021-09-25,12.51806,16.40211,39.87112
2021-09-26,6.84512,18.51851,38.21414
2021-09-27,6.99715,20.10582,40.44646
2021-09-28,5.48114,22.22222,38.76646
2021-09-29,4.96423,18.51851,37.78263
2021-09-30,4.1582,23.80952,34.71031
2021-10-01,4.0438,9.5238,30.0443
2021-10-02,2.76771,19.57671,32.23059
2021-10-03,2.67707,14.81481,33.13963
2021-10-04,2.85198,29.62962,36.22346
2021-10-05,3.59493,13.22751,34.49168
2021-10-06,3.29919,15.34391,34.28456
2021-10-07,3.3064,15.34391,34.56648
2021-10-08,2.81342,15.34391,32.94977
2021-10-09,2.18034,19.04761,30.09032
2021-10-10,2.14353,25.39682,36.06236
2021-10-11,2.48517,21.16402,40.59605
2021-10-12,3.22612,8.9947,34.26154
2021-10-13,3.20496,13.22751,33.30648
2021-10-14,3.19242,36.50793,34.70456
2021-10-15,3.77327,29.62962,33.37552
2021-10-16,2.21535,22.75132,32.67936
2021-10-17,2.138,20.63492,37.71934
2021-10-18,3.39879,9.5238,34.07744
2021-10-19,3.26971,16.40211,32.01772
2021-10-20,2.8676,10.05291,30.27443
2021-10-21,2.61694,19.04761,33.63442
2021-10-22,2.44241,19.04761,29.35389
2021-10-23,2.02812,15.34391,29.15827
2021-10-24,1.90871,22.22222,32.28813
2021-10-25,3.31798,14.81481,30.99936
2021-10-26,2.77237,13.75661,29.45745
2021-10-27,3.02546,12.16931,30.5621
2021-10-28,3.15115,12.69841,30.18813
2021-10-29,3.56179,15.87301,30.37799
2021-10-30,2.40778,11.64021,30.10758
2021-10-31,2.6797,19.57671,33.26621
2021-11-01,3.99833,20.63492,33.06484
2021-11-02,3.49901,11.64021,33.07059
2021-11-03,5.05507,16.40211,33.8473
2021-11-04,4.29209,13.22751,32.84621
2021-11-05,3.79316,8.9947,29.31937
2021-11-06,2.51574,16.93121,31.39059
2021-11-07,2.25249,22.22222,34.94045
2021-11-08,2.90108,27.51322,35.67688
2021-11-09,2.6373,12.69841,33.94511
2021-11-10,2.75849,15.34391,33.5884
2021-11-11,2.83845,8.4656,32.98429
2021-11-12,2.67059,13.22751,31.12594
2021-11-13,2.23983,13.22751,29.21005
2021-11-14,2.10733,15.87301,33.0821
2021-11-15,2.94105,11.64021,32.48374
2021-11-16,2.94554,14.81481,33.01306
2021-11-17,5.61798,20.63492,34.46291
2021-11-18,4.69289,16.93121,30.12484
2021-11-19,3.90936,12.16931,26.83389
2021-11-20,2.80276,18.51851,32.71963
2021-11-21,2.82887,23.28042,41.52235
2021-11-22,3.63553,11.64021,35.18784
2021-11-23,3.5069,21.16402,35.48127
2021-11-24,9.5429,11.64021,36.43633
2021-11-25,7.54286,13.22751,32.51826
2021-11-26,6.94487,13.22751,30.90155
2021-11-27,5.15533,14.81481,30.87854
2021-11-28,4.69331,16.40211,39.79057
2021-11-29,8.72039,17.98941,35.14182
2021-11-30,5.58804,19.04761,36.67798
2021-12-01,12.18365,10.05291,33.33525
2021-12-02,12.20438,13.75661,32.88648
2021-12-03,12.47287,12.16931,30.76347
2021-12-04,5.91955,16.93121,33.87607
2021-12-05,5.02953,14.81481,39.08866
2021-12-06,6.85729,11.11111,36.70099
2021-12-07,6.52023,19.57671,35.93003
2021-12-08,14.87581,23.28042,34.21552
2021-12-09,12.2148,23.80952,35.96455
2021-12-10,9.77534,11.64021,32.93251
2021-12-11,6.67191,10.58201,33.56538
2021-12-12,5.8813,15.87301,44.60617
2021-12-13,8.83646,11.64021,41.95385
2021-12-14,7.70777,15.34391,36.70099
2021-12-15,11.11413,19.57671,35.76318
2021-12-16,14.7433,20.63492,34.84264
2021-12-17,6.73653,16.40211,32.17881
2021-12-18,4.77358,13.22751,34.90593
2021-12-19,4.27259,18.51851,42.84563
2021-12-20,5.71561,28.57142,39.77331
2021-12-21,5.44951,15.34391,42.96645
2021-12-22,5.4618,17.46031,36.2925
2021-12-23,4.7843,50.79365,34.30182
2021-12-24,3.95127,15.34391,31.71854
2021-12-25,2.97994,17.98941,35.06702
2021-12-26,3.11793,25.92592,41.67769
2021-12-27,4.29152,18.51851,40.60755
2021-12-28,4.61022,21.69312,37.33387
2021-12-29,4.40864,13.75661,37.11524
2021-12-30,3.83802,14.28571,36.02784
2021-12-31,3.46666,14.81481,33.77826
2022-01-01,2.53759,15.87301,40.23934
2022-01-02,2.58761,16.93121,43.82946
2022-01-03,3.58808,14.28571,40.43495
2022-01-04,3.65775,15.87301,40.07249
2022-01-05,3.47747,16.40211,41.13687
2022-01-06,3.19461,29.62962,41.13687
2022-01-07,3.12062,19.04761,42.57522
2022-01-08,2.39339,28.04232,45.35412
2022-01-09,2.37727,35.97883,50.28479
2022-01-10,3.33999,24.33862,43.08727
2022-01-11,2.98518,21.16402,44.93412
2022-01-12,3.02417,23.28042,43.01823
2022-01-13,2.97682,29.62962,42.56947
2022-01-14,3.09954,19.57671,43.8007
2022-01-15,2.00022,22.22222,43.89275
2022-01-16,1.85365,31.74603,53.00615
2022-01-17,2.48656,33.33333,42.51193
2022-01-18,2.31474,23.28042,40.9355
2022-01-19,2.79834,20.10582,40.85495
2022-01-20,3.59116,30.15873,44.72124
2022-01-21,3.48474,24.86772,40.75714
2022-01-22,3.00862,20.63492,41.3555
2022-01-23,3.18978,23.28042,48.23082
2022-01-24,4.61788,17.46031,46.56233
2022-01-25,7.80236,24.33862,47.62671
2022-01-26,15.39233,31.74603,43.7144
2022-01-27,11.31785,31.21693,42.02865
2022-01-28,8.92612,17.46031,38.11633
2022-01-29,6.8737,31.21693,42.99522
2022-01-30,5.9623,25.39682,47.8626
2022-01-31,5.32703,17.46031,46.67165
2022-02-01,5.23036,20.10582,49.93383
2022-02-02,8.02972,21.16402,55.18669
2022-02-03,10.42554,21.69312,46.85
2022-02-04,10.53306,32.80423,52.40204
2022-02-05,11.28589,33.86243,56.57902
2022-02-06,10.01173,43.38624,56.22806
2022-02-07,12.20844,25.92592,45.3311
2022-02-08,10.1243,31.74603,43.887
2022-02-09,13.12726,26.45502,41.56837
2022-02-10,11.3753,30.15873,39.8366
2022-02-11,9.33653,30.68783,40.01495
2022-02-12,7.27337,26.98412,43.00097
2022-02-13,6.51654,34.92063,48.32863
2022-02-14,8.39855,22.22222,41.29796
2022-02-15,9.26191,31.21693,41.01029
2022-02-16,16.61567,19.57671,40.43495
2022-02-17,13.06856,25.92592,41.00454
2022-02-18,11.99355,28.04232,41.11385
2022-02-19,7.38339,49.20634,73.85075
2022-02-20,6.4959,29.62962,93.11892
2022-02-21,8.34346,27.51322,100.0
2022-02-22,7.73524,27.51322,81.92278
2022-02-23,12.83337,25.92592,58.15545
2022-02-24,10.66069,30.15873,47.87411
2022-02-25,8.07788,28.57142,41.67194
2022-02-26,6.00255,29.10052,47.57493
2022-02-27,5.26656,25.92592,51.53328
2022-02-28,7.2931,16.93121,41.13112
2022-03-01,6.10193,24.33862,48.2711
2022-03-02,8.96909,19.04761,42.01139
2022-03-03,7.11374,12.69841,38.49605
2022-03-04,7.85433,25.39682,36.89661
2022-03-05,5.54418,21.69312,40.57303
2022-03-06,4.91913,27.51322,44.95138
2022-03-07,6.40304,25.92592,39.18646
2022-03-08,6.11457,13.22751,36.30976
2022-03-09,6.59728,24.86772,33.87031
2022-03-10,7.17286,14.81481,34.51469
2022-03-11,7.14535,16.40211,35.3662
2022-03-12,6.6135,19.04761,37.44318
2022-03-13,6.21992,29.62962,45.39439
2022-03-14,8.03842,22.75132,37.74811
2022-03-15,7.8089,12.16931,35.99907
2022-03-16,10.80624,17.46031,36.91387
2022-03-17,14.02292,17.98941,36.32702
2022-03-18,9.86877,22.75132,36.85058
2022-03-19,6.07847,28.57142,46.55658
2022-03-20,5.59344,25.39682,46.26316
2022-03-21,7.81257,13.75661,40.21057
2022-03-22,7.00475,20.63492,38.47304
2022-03-23,6.8695,17.98941,40.80317
2022-03-24,5.67234,24.86772,37.00017
2022-03-25,5.00646,19.57671,33.82429
2022-03-26,3.72089,10.05291,39.60071
2022-03-27,3.64686,12.69841,40.92975
2022-03-28,5.68365,19.57671,36.89085
2022-03-29,5.11765,18.51851,34.41113
2022-03-30,4.91381,16.93121,35.38921
2022-03-31,4.36133,24.86772,35.13606
2022-04-01,4.40764,20.63492,29.83142
2022-04-02,3.15959,22.75132,34.06593
2022-04-03,3.20953,20.63492,33.69771
2022-04-04,4.97326,19.57671,33.45607
2022-04-05,4.41245,16.93121,33.61141
2022-04-06,3.9519,21.16402,32.62758
2022-04-07,3.57544,16.93121,32.82319
2022-04-08,3.38773,22.75132,31.60347
2022-04-09,2.69245,14.28571,29.39991
2022-04-10,2.71769,16.93121,31.20073
2022-04-11,4.36308,9.5238,31.94292
2022-04-12,3.87053,20.10582,34.4399
2022-04-13,3.32456,19.04761,33.35251
2022-04-14,3.42307,14.28571,33.81853
2022-04-15,4.97458,12.69841,30.89005
2022-04-16,2.5752,13.75661,30.94183
2022-04-17,2.63053,23.28042,33.66894
2022-04-18,4.33206,12.69841,34.30757
2022-04-19,3.61121,10.05291,33.35826
2022-04-20,3.06915,15.87301,33.47908
2022-04-21,2.66465,11.64021,32.38593
2022-04-22,2.47439,14.28571,31.04539
2022-04-23,1.99335,14.28571,29.37115
2022-04-24,2.13947,23.80952,34.3536
2022-04-25,3.2488,12.16931,34.49743
2022-04-26,2.7203,13.22751,33.94511
2022-04-27,2.4709,12.16931,33.52511
2022-04-28,2.56921,8.9947,32.05799
2022-04-29,2.5937,12.16931,32.70812
2022-04-30,1.73234,19.04761,31.41936
2022-05-01,1.88582,14.81481,33.6862
2022-05-02,2.78489,17.98941,34.2673
2022-05-03,2.319,9.5238,33.0821
2022-05-04,2.06116,12.16931,31.39635
2022-05-05,1.55227,8.4656,30.47005
2022-05-06,1.9252,19.57671,30.86703
2022-05-07,1.4791,14.28571,35.33168
2022-05-08,1.45957,13.75661,41.0218
2022-05-09,2.18341,11.11111,38.93331
2022-05-10,1.82141,16.93121,36.60894
2022-05-11,1.77645,12.16931,36.91387
2022-05-12,1.70542,12.16931,33.83579
2022-05-13,1.64772,17.98941,31.58046
2022-05-14,1.28494,21.69312,36.66647
2022-05-15,1.28875,15.34391,38.97359
2022-05-16,1.90852,17.46031,37.41441
2022-05-17,1.86817,13.22751,39.07715
2022-05-18,1.69439,20.63492,36.23496
2022-05-19,1.66496,12.16931,29.72786
2022-05-20,1.67558,12.69841,27.88677
2022-05-21,1.15333,10.58201,26.70157
2022-05-22,1.18853,13.75661,29.9695
2022-05-23,1.72672,15.87301,29.02019
2022-05-24,1.55897,15.87301,30.67142
2022-05-25,1.45922,8.4656,28.03636
2022-05-26,1.39956,14.28571,26.88567
2022-05-27,1.30228,12.16931,24.54404
2022-05-28,1.07366,11.64021,23.78459
2022-05-29,1.07074,14.28571,26.66705
2022-05-30,1.63793,18.51851,28.76704
2022-05-31,1.4368,11.64021,25.99965
2022-06-01,1.11014,11.64021,27.78321
2022-06-02,1.3163,22.22222,26.85115
2022-06-03,1.27063,13.22751,26.48869
2022-06-04,1.01783,10.58201,25.11362
2022-06-05,0.94007,12.69841,28.70951
2022-06-06,1.08558,14.81481,29.06622
2022-06-07,1.34975,12.69841,27.14458
2022-06-08,1.34565,20.63492,28.54266
2022-06-09,1.21615,23.28042,27.44951
2022-06-10,1.15547,14.28571,25.9939
2022-06-11,0.9063,9.5238,33.11662
2022-06-12,0.94961,16.40211,42.85714
2022-06-13,1.35815,17.46031,42.01139
2022-06-14,1.32205,12.69841,41.22317
2022-06-15,1.17742,8.4656,32.29388
2022-06-16,1.15052,16.93121,28.40457
2022-06-17,1.22558,13.75661,27.99033
2022-06-18,0.8605,8.9947,28.13416
2022-06-19,0.82528,16.40211,30.29745
2022-06-20,1.1869,13.22751,29.06046
2022-06-21,1.14791,8.4656,27.91553
2022-06-22,1.19218,9.5238,26.95472
2022-06-23,0.97454,15.34391,25.21719
2022-06-24,0.96339,11.64021,23.56596
2022-06-25,0.74606,15.34391,22.27719
2022-06-26,0.7675,19.04761,27.38622
2022-06-27,1.03893,4.2328,27.65663
2022-06-28,1.09229,16.40211,25.98239
2022-06-29,1.39526,12.16931,27.60485
2022-06-30,1.17243,15.34391,24.46349
2022-07-01,1.14269,7.9365,23.53144
2022-07-02,1.10904,11.11111,23.27253
2022-07-03,1.2297,11.11111,26.62102
2022-07-04,1.64596,11.64021,26.74759
2022-07-05,2.52061,16.93121,26.72458
2022-07-06,2.71748,6.3492,24.055
2022-07-07,2.57891,14.81481,24.69938
2022-07-08,2.81126,10.58201,22.99637
2022-07-09,2.24913,16.40211,21.36816
2022-07-10,2.34019,12.16931,24.03198
2022-07-11,4.03226,13.75661,25.53362
2022-07-12,5.25257,13.22751,24.63609
2022-07-13,5.2145,17.46031,25.49335
2022-07-14,4.19779,15.34391,25.55664
2022-07-15,3.58873,9.5238,23.10569
2022-07-16,2.29686,9.5238,21.51199
2022-07-17,2.23859,17.98941,25.28623
2022-07-18,3.98176,16.40211,28.38156
2022-07-19,5.75656,15.87301,25.67171
2022-07-20,5.46206,21.16402,25.61992
2022-07-21,4.42472,17.98941,24.87198
2022-07-22,3.4569,11.64021,24.38294
2022-07-23,2.26896,16.40211,23.70404
2022-07-24,2.1856,25.39682,27.43225
2022-07-25,3.50197,10.58201,26.54622
2022-07-26,4.28934,13.75661,25.29773
2022-07-27,4.2425,7.4074,23.75007
2022-07-28,3.27746,6.3492,24.40596
2022-07-29,2.61877,11.11111,22.27719
2022-07-30,1.99172,8.9947,22.94459
2022-07-31,1.65328,13.22751,25.83855
2022-08-01,2.52204,16.40211,25.13089
2022-08-02,2.87866,16.93121,27.6106
2022-08-03,2.65106,9.5238,30.31471
2022-08-04,2.37949,6.8783,27.9328
2022-08-05,2.09494,9.5238,25.03883
2022-08-06,1.64674,11.11111,23.95144
2022-08-07,1.61223,20.63492,26.90869
2022-08-08,2.34841,13.75661,28.82457
2022-08-09,2.34082,14.28571,27.63362
2022-08-10,2.29401,17.46031,28.5369
2022-08-11,2.08795,12.69841,31.6495
2022-08-12,1.84037,11.11111,28.22622
2022-08-13,1.35862,4.2328,28.0191
2022-08-14,1.29984,19.57671,31.16046
2022-08-15,1.48132,20.10582,30.01553
2022-08-16,2.21395,12.16931,31.44813
2022-08-17,2.63632,20.10582,36.96565
2022-08-18,2.37303,13.75661,32.84045
2022-08-19,1.94815,16.93121,34.3536
2022-08-20,1.38399,18.51851,42.70755
2022-08-21,1.26272,17.98941,38.40975
2022-08-22,1.89252,13.22751,38.42126
2022-08-23,1.79695,11.64021,34.60675
2022-08-24,1.64319,13.75661,34.83689
2022-08-25,1.51827,13.75661,34.48593
2022-08-26,1.32729,10.58201,30.65991
2022-08-27,0.96227,11.64021,29.07772
2022-08-28,0.96376,14.81481,34.11196
2022-08-29,1.40605,9.5238,35.82647
2022-08-30,1.2949,15.34391,34.45716
2022-08-31,1.27104,12.16931,31.56895
2022-09-01,1.15759,16.93121,28.70951
2022-09-02,1.02613,12.69841,23.45664
2022-09-03,0.78529,10.05291,22.52459
2022-09-04,0.76295,14.28571,30.18813
2022-09-05,1.02413,13.75661,29.43443
2022-09-06,1.00605,15.34391,26.20677
2022-09-07,0.94617,11.11111,24.54404
2022-09-08,0.85961,11.11111,20.47638
2022-09-09,0.66172,11.11111,19.09556
2022-09-10,0.66585,13.75661,23.3761
2022-09-11,0.6639,16.40211,27.06403
2022-09-12,0.74151,13.75661,30.71169
2022-09-13,1.06479,11.64021,29.47471
2022-09-14,1.07131,15.34391,28.35855
2022-09-15,0.96209,20.63492,27.438
2022-09-16,0.87079,14.81481,24.95828
2022-09-17,0.62623,17.98941,25.26897
2022-09-18,0.64555,15.87301,27.70266
2022-09-19,0.99731,11.11111,27.77745
2022-09-20,1.01516,12.69841,27.28266
2022-09-21,0.86937,11.11111,26.64403
2022-09-22,0.84683,16.40211,25.85581
2022-09-23,0.99565,14.28571,26.50595
2022-09-24,0.63198,12.16931,24.65911
2022-09-25,0.64692,16.40211,31.32731
2022-09-26,0.94217,11.11111,31.18347
2022-09-27,0.8071,13.75661,29.23307